"bitcoin","ethereum","ripple","tronix","bitcoin_cash","stellar","tether","litecoin"
"1",0.207014141979747,0.478114232032041,0.35609756097561,2.76856649395509,0.091120689459312,0.456611570247934,-0.00990099009900991,0.210528714639007
"2",-0.159570169884143,0.216264799821069,-0.341726618705036,-0.605224564619615,-9.08853817368493e-05,-0.12113475177305,0.01,-0.127812369206147
"3",-0.153145896099393,-0.22831525183622,-0.251366120218579,-0.165312282331089,-0.29951663209028,-0.271626856036152,0,-0.194756416470673
"4",0.0188581707320954,0.17395075342852,-0.00729927007299269,-0.073018080667594,-0.0168305467166295,0.38267228007977,-0.0286138613861386,0.0131075344855562
"5",-0.301645885991266,-0.328025742081824,-0.399558823529412,-0.419054763690923,-0.335125781864459,-0.384615384615385,0.0132504331872387,-0.236402183644407
"6",-0.0162374219147241,-0.019756203514521,0.176463384766103,0.0896177685950414,0.045245471955303,-0.0565104166666667,0.00593501659792772,0.0102337849494996
"7",0.288526056980865,0.126547057918089,0.113771208493807,0.175634036501541,0.200150296040019,0.199834391388352,0.01,0.437139432941626
"8",-0.0774793376609896,-0.0805558519166862,-0.157757009345794,-0.189314516129032,-0.193199281646103,-0.196917414308719,-0.00990099009900991,0.0190925076132364
"9",0.197116318191473,0.0292164363696903,0.109631602308034,0.198458095001243,0.0960787649690986,0.0380979661987968,0.02,-0.0226741653856825
"10",-0.170332801765405,-0.167050205427826,-0.1827,-0.195891263747665,-0.113908705875235,-0.16280353200883,-0.0196078431372549,-0.117032254794562
"11",-0.139283578847654,-0.254011860472789,-0.204698397161385,-0.243354838709677,-0.177873934923004,-0.277851021753461,-0.00270000000000004,-0.182865317601069
"12",-0.00769289298050946,-0.0951468318959876,-0.0963076923076923,0.50818553888131,-0.0240636029336921,0.0392514833409403,0.00270730973628797,-0.0367675907916384
"13",-0.132185185744203,-0.208884333161954,-0.159516513449098,-0.186114880144731,-0.273338162642964,-0.0149319279754063,0,-0.195710798460418
"14",-0.0402949013444011,0.0372777276202143,-0.0151914117885356,0.00194498471797733,-0.038028255008532,-0.129736959429336,0,-0.0355526155365987
"15",0.190033813217891,0.282316743785986,0.365281777046483,0.143094841930116,0.205219767514279,0.463114754098361,-9.9999999999989e-05,0.120153011306373
"16",0.10996352344197,0.258877770114701,0.316059053931907,0.426249393498302,0.871825456597928,0.300070028011205,0.000100010001000017,0.184725269628229
"17",0.0312435753909626,0.0402247571125025,-0.0484203296703297,0.581221296138799,-0.0643186329516036,0.141933746296795,0,-0.028629422357373
"18",0.0139871407935932,0.122918107432688,-0.00565379526043552,-0.111338209982788,0.224821430799151,-0.0688679245283019,-0.000700000000000034,0.107641408035573
"19",-0.0751677855834303,-0.0332137828320962,-0.120251633196226,-0.143445103498366,-0.144375369739655,-0.0785207700101317,0.000300210147103019,-0.102539106193487
"20",-0.0292001508817974,-0.0421770310262162,-0.070957095709571,0.145986433013002,-0.130165485307401,-0.140461792193513,-0.00110044017607047,-0.0889476904060498
"21",-0.15449222326267,-0.265095454913538,-0.189165186500888,-0.263904303859909,-0.281412507392528,-0.202750239846498,0.00150225338007015,-0.172103076944467
"22",0.053986064987241,0.154834608342863,0.196604600219058,-0.0160830959959792,0.243121484523937,0.167268351383875,-0.00119999999999998,0.079068104327932
"23",-0.0820756559861455,-0.101740160327883,-0.0864988558352402,-0.177251830410352,-0.130831597467931,-0.131958762886598,0.00120144173007608,-0.106202051568873
"24",-0.0250531465666549,-0.0254542377654116,-0.0996993987975952,-0.0697433774834438,-0.0726741519850548,-0.0799683293745052,0.01,-0.0791829688567155
"25",-0.0676815965151651,-0.113613966408304,-0.108699684659618,-0.0634037819799778,-0.147676031446422,-0.146729776247849,-0.00990099009900991,-0.17340222303042
"26",0.0567556210815607,0.0387079458808344,0.0195629552549428,-0.0482185273159145,0.0355197230425659,0.0827029752899646,-0.00190000000000001,0.0475431558933568
"27",0.00803845523288693,-0.0107011963135583,-0.0342927127985303,-0.0958322934863989,-0.0658497755281613,-0.0381928272007452,0.00100190361687202,-0.0587202844477783
"28",0.0107529889272295,0.0154195063001303,0.0196575776791375,0.0361578802097708,0.0986991958978627,0.161259079903148,-0.000100090081072923,0.0397663347860528
"29",0.145010455122659,-0.0608250548302872,-0.0775290215588723,-0.0942994139584442,-0.0245633777314384,0.193077564637198,-0.00130130130130124,-0.0289231272600247
"30",0.0593495800725576,0.0154126569022013,0.00179775280898875,0.0735294117647058,0.0416544207449314,0.0321565886053827,0.00230530219504854,0.0115692553846154
"31",-0.150473487856261,-0.113040972108993,-0.0740242261103633,-0.204109589041096,-0.151654995866197,-0.209617338300034,-0.00270000000000004,-0.104757267191696
"32",-0.0982725642229672,-0.298604789274583,-0.335029069767442,-0.342168674698795,-0.230664582501707,-0.0539845758354756,0.00270730973628797,-0.232536022491546
"33",0.00106969389312317,-0.0465443827995083,0.147176684881603,0.0675039246467819,-0.0341435408020615,-0.034873188405797,0,-0.0543651309657317
"34",0.10300484666334,0.0635500577050334,0.0755795490631945,0.20343137254902,0.0698634584832289,0.0656968559361801,-0.000199999999999978,0.136516792639821
"35",0.051233900980038,0.00329842384654766,-0.012400354295837,0.0187372708757638,0.143819409659263,-0.0334654337296345,-0.00140028005601123,0.0772779383304982
"36",-0.130070584709014,-0.317783858816542,-0.19372197309417,-0.231107556977209,-0.257456600492566,-0.131662870159453,0.0016025641025641,-0.16885894014342
"37",-0.00995349687611125,-0.00557982147499136,0.00296625880608081,-0.0436817472698908,-0.105007116335011,0.0283315844700944,-0.00149999999999995,-0.0414059624585941
"38",0.0514334959192826,0.162619904806873,0.819223659889094,0.203371397498641,0.107388404475298,0.316836734693877,-0.000100150225338158,0.112497619504703
"39",0.00173921822698953,0.0130308925327387,0.172322698638488,-0.00225937641211027,0.151408998310658,0.000774893452150316,-0.0037059294871794,0.0402070398583771
"40",0.00835329965626364,-0.00675645115317436,-0.148899289304905,0.206521739130435,-0.00477092202385021,-0.0379403794037939,-0.00402131295868102,-0.0139349703705204
"41",-0.00567061128650193,-0.0808005879666804,-0.0723014256619144,-0.0356606606606606,-0.125976676649776,-0.0901408450704225,-0.0351266781063895,-0.0800807382247769
"42",-0.0195285625216129,-0.0341555830053759,0.00439077936333709,-0.0560529388867264,-0.0227591249193213,0.0875718708536046,0.0183073543257664,-0.0468178675932699
"43",-0.00192646968232346,0.000589366387346635,0.00983606557377059,-0.0197938144329898,-0.0252336938448507,-0.0447336315575437,0.0176700226011917,-0.00633150434250784
"44",-0.000570325629919322,0.0372079420910665,0.0142857142857142,-0.00378628523348756,0.291012210690408,0.038739889314602,0.000807591358772397,0.0471133221256359
"45",-0.00910301153927784,0.0018930146442071,0.0817328211694408,-0.0257601351351351,-0.0627886277792737,0.12827868852459,-0.00494250554771025,-0.0573483496219804
"46",-0.123735661018031,-0.161407645178191,0.0116393766028804,-0.175119202427395,-0.366581124207763,-0.0918997457319287,-0.00172326406487588,-0.175860684191328
"47",-0.286916354921843,-0.34236466705551,-0.262480499219969,-0.33841303205465,-0.392546579842415,-0.36,-0.0228472786352558,-0.267980079089008
"48",0.0348912913900195,-0.00676660385438976,-0.0230037017451084,0.19539316918189,-0.0348135593822778,-0.01125,0.022134469500156,0.088845719844358
"49",-0.132972589136034,-0.185753718400774,-0.15128552097429,-0.0744186046511628,-0.458306012375645,-0.230720606826802,0.011183407889386,-0.237641498651489
"50",-0.0939284696046289,-0.0956365091217223,-0.0781249999999999,-0.0509691313711413,-0.26373626179185,-0.213640098603122,-0.00301628795495679,0.00195312499999978
"51",0.231082715317559,0.540695626428102,0.299550328606019,0.614220877458396,1.48874272675797,0.319749216300941,0.00847115772488904,0.306042884990253
"52",-0.0278019490953078,0.0742627253612453,-0.0013308490817141,-0.0370196813495783,-0.170461449747445,-0.0752177355502771,0.01,-0.0441791044776119
"53",-0.00412196959628885,0.00941061332469229,-0.011460554371002,-0.0228710462287104,0.0110280785992642,-0.00941780821917815,0,0.00312301686445959
